1,Thu Oct 21 2021,10:00p,,Box Score,@,Golden State Warriors,L,,113,115,0,1,L 1,
2,Sat Oct 23 2021,10:30p,,Box Score,,Memphis Grizzlies,L,,114,120,0,2,L 2,
3,Mon Oct 25 2021,10:30p,,Box Score,,Portland Trail Blazers,W,,116,86,1,2,W 1,
4,Wed Oct 27 2021,10:30p,,Box Score,,Cleveland Cavaliers,L,,79,92,1,3,L 1,
5,Fri Oct 29 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,92,111,1,4,L 2,
6,Mon Nov 1 2021,10:30p,,Box Score,,Oklahoma City Thunder,W,,99,94,2,4,W 1,
7,Wed Nov 3 2021,8:00p,,Box Score,@,Minnesota Timberwolves,W,,126,115,3,4,W 2,
8,Fri Nov 5 2021,8:00p,,Box Score,@,Minnesota Timberwolves,W,,104,84,4,4,W 3,
9,Sun Nov 7 2021,9:00p,,Box Score,,Charlotte Hornets,W,,120,106,5,4,W 4,
10,Tue Nov 9 2021,10:00p,,Box Score,,Portland Trail Blazers,W,,117,109,6,4,W 5,
11,Thu Nov 11 2021,10:30p,,Box Score,,Miami Heat,W,,112,109,7,4,W 6,
12,Sat Nov 13 2021,10:30p,,Box Score,,Minnesota Timberwolves,W,,129,102,8,4,W 7,
13,Sun Nov 14 2021,9:30p,,Box Score,,Chicago Bulls,L,,90,100,8,5,L 1,
14,Tue Nov 16 2021,10:30p,,Box Score,,San Antonio Spurs,W,,106,92,9,5,W 1,
15,Thu Nov 18 2021,8:00p,,Box Score,@,Memphis Grizzlies,L,,108,120,9,6,L 1,
16,Fri Nov 19 2021,8:00p,,Box Score,@,New Orleans Pelicans,L,,81,94,9,7,L 2,
17,Sun Nov 21 2021,3:30p,,Box Score,,Dallas Mavericks,W,,97,91,10,7,W 1,
18,Tue Nov 23 2021,10:30p,,Box Score,,Dallas Mavericks,L,OT,104,112,10,8,L 1,
19,Fri Nov 26 2021,3:30p,,Box Score,,Detroit Pistons,W,,107,96,11,8,W 1,
20,Sun Nov 28 2021,3:30p,,Box Score,,Golden State Warriors,L,,90,105,11,9,L 1,
21,Mon Nov 29 2021,10:30p,,Box Score,,New Orleans Pelicans,L,,104,123,11,10,L 2,
22,Wed Dec 1 2021,10:30p,,Box Score,,Sacramento Kings,L,,115,124,11,11,L 3,
23,Fri Dec 3 2021,10:00p,,Box Score,@,Los Angeles Lakers,W,,119,115,12,11,W 1,
24,Sat Dec 4 2021,10:00p,,Box Score,@,Sacramento Kings,L,,99,104,12,12,L 1,
25,Mon Dec 6 2021,10:00p,,Box Score,@,Portland Trail Blazers,W,,102,90,13,12,W 1,
26,Wed Dec 8 2021,10:30p,,Box Score,,Boston Celtics,W,,114,111,14,12,W 2,
